,event_id,event,event_region,event_start_date,event_end_date,prize_money,stage,match_id,game_id,game_duration
113,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cb,61658b7f143c37878b238c10,300.0
114,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cb,61658b83143c37878b238c17,300.0
115,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cc,,
116,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cd,61658e65143c37878b238c88,300.0
117,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cd,61658e6bf8090ec7452875df,311.0
118,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384cd,61658e70f8090ec7452875e6,300.0
119,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ce,61658f43143c37878b238cb9,300.0
120,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ce,61658f48f8090ec745287609,300.0
121,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ce,61658f4df8090ec745287610,300.0
122,614b7046f8090ec74528642d,Regional 1,Oceania,2021-10-07 23:00:00+00:00,2021-10-17 22:30:00+00:00,30000.0,Swiss Stage,6159ad6b143c37878b2384ce,61658f51143c37878b238cc0,309.0
